,final_score,pred,data_num
0,4.4867799824987085,0,6
1,4.420502634851561,0,6
2,4.28109629567007,0,6
3,4.169982246279243,0,6
4,4.10207224160784,0,6
5,3.9376662741082376,0,6
6,3.7259511196719988,0,6
7,3.4883229687264756,0,6
8,3.314664107650433,0,6
9,3.147087530237636,0,6
10,3.0380552802726943,0,6
11,2.967874757575484,0,6
12,2.880438610722585,0,6
13,2.799918627056188,0,6
14,2.7992282892975395,0,6
15,2.839198027440609,0,6
16,2.8528701347774876,0,6
17,2.842481961948035,0,6
18,2.864691114686489,0,6
19,2.8567316636600824,0,6
20,2.8573864797306396,0,6
21,2.8326062067985247,0,6
22,2.8098203311374306,0,6
23,2.794202801210832,0,6
24,2.792930495599925,0,6
25,2.807253465460217,0,6
26,2.768006992207508,0,6
27,2.758488747602162,0,6
28,2.7561280470530822,0,6
29,2.7732494539163377,0,6
30,2.7711709870333094,0,6
31,2.763999122217891,0,6
32,2.7677659929770506,0,6
33,2.7607441290519277,0,6
34,2.7599282884913476,0,6
35,2.756103324644116,0,6
36,2.7486649913419368,0,6
37,2.7476961745265602,0,6
38,2.7566105748841276,0,6
39,2.7598526627322837,0,6
40,2.700461472074512,0,6
41,2.707802074018702,0,6
42,2.740688341297956,0,6
43,2.7569782250541555,0,6
44,2.7542807039850943,0,6
45,2.733670903368564,0,6
46,2.73139700004489,0,6
47,2.7280236605974983,0,6
48,2.7785425255063703,0,6
49,2.787711830411155,0,6
50,2.775929968179226,0,6
51,2.767453549059523,0,6
52,2.760471014054411,0,6
53,2.7967143302647375,0,6
54,2.783869054379746,0,6
55,2.760489362464096,0,6
56,2.7353542986681414,0,6
57,2.7055059936833725,0,6
58,2.7164786586218987,0,6
59,2.7131875878470333,0,6
60,2.700211963332884,0,6
61,2.668960082480563,0,6
62,2.6696669689234738,0,6
63,2.646483273685706,0,6
64,2.685872516609225,0,6
65,2.69796525979833,0,6
66,2.680795141696545,0,6
67,2.667611518348042,0,6
68,2.678074342622813,0,6
69,2.68265359207031,0,6
70,2.699173303826764,0,6
71,2.7273928736116586,0,6
72,2.7167515325464886,0,6
73,2.7001075475386216,0,6
74,2.696735013894155,0,6
75,2.7073918658219123,0,6
76,2.701519195418637,0,6
77,2.711570618747204,0,6
78,2.728754612721724,0,6
79,2.736231142210919,0,6
80,2.750859158191886,0,6
81,2.773531148233302,0,6
82,2.785353345484653,0,6
83,2.776879414424111,0,6
84,2.796583179468811,0,6
85,2.7809242616102052,0,6
86,2.72316705921502,0,6
87,2.7299770469868805,0,6
88,2.7069951774592975,0,6
89,2.7103456309906937,0,6
90,2.6812155656383134,0,6
91,2.639461211964755,0,6
92,2.620223685059782,0,6
93,2.6356805860404813,0,6
94,2.677811121620714,0,6
95,2.642980750011025,0,6
96,2.573785251791945,0,6
97,2.5248980248712476,0,6
98,2.4879547335181185,0,6
99,2.5048372541476707,0,6
100,2.4520763069972724,0,6
101,2.443742059051417,0,6
102,2.4191103789548087,0,6
103,2.3862093159089968,0,6
104,2.415744077106662,0,6
105,2.4213424143479654,0,6
106,2.4432851978005514,0,6
107,2.4533204300615257,0,6
108,2.5114629558835317,0,6
109,2.502632996167577,0,6
110,2.506820176249574,0,6
111,2.616076975097903,0,6
112,2.6524997631785188,0,6
113,2.6544695068204636,0,6
114,2.705841555175277,0,6
115,2.711866622887169,0,6
116,2.711782428705006,0,6
117,2.723524098813888,0,6
118,2.7379141673948704,0,6
119,2.7133478799763964,0,6
120,2.7001227546910007,0,6
121,2.6801468017259884,0,6
122,2.6526728633724925,0,6
123,2.6520494325692394,0,6
124,2.62298145914531,0,6
125,2.6418908487036785,0,6
126,2.6356577036716797,0,6
127,2.625949217277068,0,6
128,2.6652157321025305,0,6
129,2.6981505708603986,0,6
130,2.7336661341794692,0,6
131,2.748584682070749,0,6
132,2.772456166595705,0,6
133,2.688595766235719,0,6
134,2.7218249321088335,0,6
135,2.648579759755564,0,6
136,2.6089427520569943,0,6
137,2.5571305642925912,0,6
138,2.4603404048267206,0,6
139,2.3754921506901945,0,6
140,2.33381230690199,0,6
141,2.2382266173238325,0,6
142,2.184424550778319,0,6
143,2.1794763863674365,0,6
144,2.1347241002186825,0,6
145,2.144862459751311,0,6
146,2.093426087957969,0,6
147,2.1181323453138896,0,6
148,2.110133340269445,0,6
149,2.249280209884168,0,6
150,2.199385876787722,0,6
151,2.2373200445553847,0,6
152,2.2874499711700786,0,6
153,2.307858741084263,0,6
154,2.3782237975893143,0,6
155,2.377508888726277,0,6
156,2.338289182269522,0,6
157,2.308669945711478,0,6
158,2.3068738156690327,0,6
159,2.263894650655114,0,6
160,2.2086519133892306,0,6
161,2.1857563697341393,0,6
162,2.219920261959544,0,6
163,2.203620035866492,0,6
164,2.1593293732684544,0,6
165,2.1399574399443027,0,6
166,2.0846444451041632,0,6
167,2.1236148618176296,0,6
168,2.131818673229423,0,6
169,2.141964315420144,0,6
170,2.107312892605819,0,6
171,2.162745588075482,0,6
172,2.2152008903902995,0,6
173,2.1519240350196838,0,6
174,2.1030214058299994,0,6
175,1.9414980941597921,0,6
176,1.8590175401009372,0,6
177,1.7585218877404392,0,6
178,1.6800664991572138,0,6
179,1.5496066161029363,0,6
180,1.5522290758172392,0,6
181,1.5629617994082008,0,6
182,1.5665403633432795,0,6
183,1.5735076103060108,0,6
184,1.575820188450089,0,6
185,1.5750539651367388,0,6
186,1.5739778602531638,0,6
187,1.570589177225511,0,6
188,1.5734967551223795,0,6
189,1.5651771049302077,0,6
190,1.5602461377656884,0,6
191,1.5486336778669196,0,6
192,1.6955028037195736,0,6
193,1.8262737131461435,0,6
194,1.8916214800445132,0,6
195,1.8456674605351986,0,6
196,1.9569477280516778,0,6
197,1.9757674108920036,0,6
198,1.9258183317969784,0,6
199,1.8488536697185225,0,6
200,1.6981981364645067,0,6
201,1.7025213405548558,0,6
202,1.7035355793723448,0,6
203,1.7045498181898333,0,6
204,1.7027504442937618,0,6
205,1.7008036349543856,0,6
206,1.7008036349543856,0,6
207,1.7004829830066512,0,6
208,1.698536173667275,0,6
209,1.69557512551041,0,6
210,1.7012473475661414,0,6
211,1.685086219520542,0,6
212,1.7804507385997104,0,6
213,1.8757287675964682,0,6
214,2.0097391295471163,0,6
215,1.9891483340195064,0,6
216,1.9372582901308442,0,6
217,1.855814097255632,0,6
218,1.7489744466588508,0,6
219,1.6859835552171127,0,6
220,1.6546634225111685,0,6
221,1.6472134166982715,0,6
222,1.642862438602928,0,6
223,1.6476262104976884,0,6
224,1.6507252382152422,0,6
225,1.6523899823924488,0,6
226,1.6540547265696555,0,6
227,1.6774868419234035,0,6
228,1.7957965979324277,0,6
229,1.9546952863843454,0,6
230,2.0070753948277678,0,6
231,2.002911377414047,0,6
232,2.004904375026112,0,6
233,1.8709543856931798,0,6
234,1.8249506533935989,0,6
235,1.6564012322883361,0,6
236,1.6283813268173433,0,6
237,1.630979616786842,0,6
238,1.633577906756341,0,6
239,1.6405387508568523,0,6
240,1.663779868623715,0,6
241,1.6809366135621715,0,6
